Number and types of applications by all account customers,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
,,,,,,,,,,,,
Metrics, ,,,,,,,,,,,
Calendar Month,Jul-21,,,,,,,,,,,
Account Customer,FR,DFL,TP,DLG,OS(W),OS(NPW),OS(P),OS(NPP),SIMS,OC1,OC2,Total
MARK REDLER SOLICITORS LTD,2,0,1,22,31,0,11,0,0,63,30,160
MARK SAUNDERS,0,0,0,1,0,0,0,0,0,1,0,2
MARK SWATTS MORSE LLP,0,5,5,91,93,0,10,0,3,129,78,414
MARKAND & CO,0,2,0,69,58,0,9,0,0,77,25,240
MARKEL LAW LLP,0,0,0,0,0,0,0,0,0,3,1,4
MARKERSTURDY INSURANCE SERVICES LT,0,0,0,0,0,0,0,0,0,2,1,3
MARKET FINANCIAL SOLUTIONS LTD,0,0,0,0,0,0,0,0,0,563,0,563
MARKET HARBOROUGH BUILDING SOCIETY,0,0,0,41,0,0,0,0,0,128,0,169
MARKS MILLER & CO,0,0,2,1,0,0,0,0,0,23,6,32
MARLBOROUGH HOUSE PARTNERS LLP,0,0,0,0,0,0,0,0,0,3,0,3
MARLBOROUGH LAW LIMITED,0,0,0,0,0,0,0,0,0,4,4,8
MARLINSPIKE LIMITED,0,0,0,0,0,0,0,0,0,4,0,4
MARMALADE JAM GROUP LIMITED,0,0,0,0,0,0,0,0,0,4,0,4
MARR-JOHNSON & STEVENS LLP,0,0,0,0,0,0,0,0,0,1,4,5
MARRIOTT HARRISON LLP,0,0,0,14,0,0,3,0,5,18,12,52
MARS CAPITAL FINANCE LIMITED,0,0,0,58,0,0,0,0,0,210,3,271
MARSDEN BUILDING SOCIETY,0,0,0,56,3,0,0,0,0,1,0,60
MARSDEN DUNCAN,0,0,0,1,0,0,0,0,0,6,0,7
MARSDEN RAWSTHORN LLP,6,10,5,145,142,2,23,0,16,274,114,737
MARSDENS SOLICITORS,2,0,0,26,4,0,0,0,0,15,1,48
MARSH & PARSONS LTD,0,0,0,0,0,0,0,0,0,3,0,3
MARSH & PARTNERS,0,1,0,4,4,0,0,0,0,4,3,16
MARSH FINANCE LTD,0,0,0,0,0,0,0,0,0,15,0,15
MARSHALL EATON HOLDINGS LIMITED,0,0,0,0,0,0,0,0,0,6,0,6
MARSHALL F LEVINE& ASSOCIATES,0,0,0,2,0,0,0,0,0,8,0,10
MARSHALL HALL & LEVY,2,3,0,40,27,0,1,0,5,36,9,123
MARSHALL HALL LEVY LTD,0,0,0,19,5,0,0,0,1,69,22,116
MARSHALL HATCHICK,2,2,6,51,29,0,2,0,2,75,32,201
MARSHALL HURLEY GROUP LTD,0,0,0,0,0,0,0,0,0,5,5,10
MARSHALLS,0,0,1,48,16,0,1,0,7,144,71,288
MARSHALLS SOLICITORS,0,0,0,2,1,0,0,0,0,5,4,12
MARSHBOROUGH PROPERTIES LIMITED,0,0,0,0,0,0,0,0,0,5,0,5
MARSONS SOLICITORS,0,6,5,30,19,0,18,0,1,47,30,156
MARSTONHARBOTTLE,0,0,0,0,0,0,0,0,0,4,1,5
MARSTONS PLC,0,0,0,0,0,0,0,0,0,90,0,90
MARTIN & CO,0,0,0,1,57,0,2,0,2,57,18,137
MARTIN & CO (STOKE ON TRENT),0,0,0,0,0,0,0,0,0,7,0,7
MARTIN & CO OXFORD,0,0,0,0,0,0,0,0,0,19,0,19
MARTIN & COMPANY ACCOUNTANTS LTD,0,0,0,0,0,0,0,0,0,3,0,3
MARTIN & MCBRIDE LIMITED,0,0,0,0,0,0,0,0,79,4,0,83
MARTIN & STRAIN,0,0,0,1,0,0,0,0,0,1,0,2
MARTIN AND ASSOCIATES,1,0,1,6,0,0,0,0,0,0,0,8
MARTIN AND CO HUDDERSFIELD,0,0,0,0,0,0,0,0,0,5,0,5
MARTIN BENEDICT ANTONY DRAY,0,0,0,0,0,0,0,0,0,2,2,4
MARTIN C DALTON,0,0,1,1,0,0,0,0,0,0,0,2
MARTIN COAKLEY SOLICITOR,0,0,0,0,0,0,0,0,0,11,3,14
MARTIN CRAY & CO,0,0,0,0,0,0,0,0,0,12,0,12
MARTIN EDWARDS LEGAL SERVICES LTD,0,0,0,0,0,0,0,0,0,2,1,3
Martin Elliott,0,0,1,38,18,0,3,0,2,143,42,247
MARTIN EVANS,0,0,0,0,1,0,0,0,0,0,0,1
MARTIN GAFFNEY LEGAL SERVICES LIMITED,4,0,1,25,15,0,0,0,1,68,22,136
MARTIN L GROVE,3,0,0,19,13,0,3,0,1,35,12,86
MARTIN LEE & CO,0,0,0,0,0,0,0,0,0,4,0,4
MARTIN NOSSEL & CO,0,0,1,9,0,0,0,0,0,6,2,18
MARTIN SHEPHERD SOLICITORS LLP,0,1,1,79,49,0,9,0,1,163,61,364
MARTIN SMITH & CO,0,1,0,9,4,0,0,0,0,2,0,16
MARTIN TOLHURST PARTNERSHIP LLP,2,17,6,428,313,3,30,0,16,693,375,1883
MARTIN-KAYE,5,3,5,140,136,0,11,0,3,226,126,655
MARTYN FORD,0,0,0,0,0,0,0,0,0,5,0,5
MARTYN PROWEL SOLICITORS,0,0,0,3,1,0,0,0,0,12,2,18
MARWIN SECURITIES LTD,0,0,0,0,0,0,0,0,0,2,0,2
MARWOOD GROUP LIMITED,0,0,0,0,0,0,0,0,0,3,0,3
MARY MAHON SOLICITOR,0,0,1,6,0,0,0,0,0,0,0,7
MARY MONSON SOLICITORS,0,0,0,1,0,0,0,0,0,0,0,1
MARYLAND SECURITIES LIMITED,0,0,0,0,0,0,0,0,0,33,1,34
MARYLEBONE SURVEYING LIMITED,0,0,0,0,0,0,0,0,0,105,2,107
MASCOLO LIMITED,0,0,0,0,0,0,0,0,0,5,1,6
MASEFIELDS SOLICITORS,1,0,2,7,10,0,1,0,1,35,13,70
MASKELLS RES LETTINGS & MAN LTD,0,0,0,0,0,0,0,0,0,22,0,22
MASKERY AND CO,1,0,0,19,43,0,1,0,1,65,35,165
MASLIN SOLICITORS,0,0,0,1,0,0,0,0,0,2,0,3
MASLOW CAPITAL LIMITED,0,0,0,0,0,0,0,0,0,15,0,15
MASON & BEER,1,2,1,16,5,0,3,0,4,56,26,114
MASON & CO SOLICITORS (ALTRINCHAM),0,0,1,8,10,0,1,0,0,54,18,92
MASON & PARTNERS LTD,0,0,0,0,0,0,0,0,0,12,20,32
MASON BAGGOTT & GARTON,4,0,1,100,92,0,17,0,9,111,53,387
MASON OWEN & PARTNERS LTD,0,0,0,0,0,0,0,0,0,14,1,15
MASON THOMAS LAW LIMITED,0,0,0,7,7,0,4,0,6,21,14,59
MASONS CHARTERED SURVEYORS,0,0,0,0,0,0,0,0,0,4,0,4
MASONS LAW LLP,0,0,0,2,3,0,0,0,0,2,0,7
MASONS PROPERTY SERVICES,0,0,0,0,0,0,0,0,0,1,0,1
MASONS SOLICITORS,0,0,0,0,1,0,0,0,0,8,1,10
MASSERS SOLICITORS,3,3,3,65,11,0,3,0,1,56,35,180
MASSUCCO BUTTRESS SOLICITORS,1,0,0,18,8,0,5,0,0,29,19,80
MASTERS LAW SOLICITORS,0,0,0,1,1,0,0,0,0,0,0,2
MASTERS RESIDENTIAL LEASEHOLD LAW,0,0,0,1,0,0,0,0,0,15,8,24
MASTERS RESIDENTIAL LEASEHOLD LAW,0,0,0,4,0,0,0,0,0,2,5,11
MASTHAVEN BANK LIMITED,0,0,0,120,0,0,0,0,0,270,1,391
MAT FEAKINS,0,0,0,0,0,0,0,0,0,2,0,2
MATHER JAMIE LIMITED,0,0,0,0,0,0,0,0,0,39,2,41
MATHIAS GENTLE PAGE HASSAN LLP,0,4,0,27,19,0,5,0,1,43,32,131
MATINI MONTECRISTO SOLICITORS,0,40,0,25,2,0,103,0,0,56,15,241
MATRIX SOLICITORS LTD,0,0,0,7,6,0,0,0,0,7,1,21
MATSIM PROPERTIES LTD,0,0,0,2,1,0,0,0,0,3,5,11
Matthew & Matthew,0,4,7,86,62,0,1,0,0,170,79,409
MATTHEW J MAYNE,0,0,0,0,0,0,0,0,0,6,0,6
MATTHEW MONTGOMERY & CO,1,3,7,53,62,0,35,0,0,169,66,396
MATTHEW SMART LIMITED,0,0,0,1,1,0,0,0,1,14,9,26
MATTHEW WAITE & CO,0,3,5,27,12,0,4,0,0,21,15,87
MATTHEW WILKINSON,0,0,0,0,0,0,0,0,0,2,1,3
MATTHEWS & GOODMAN LLP,0,0,0,0,0,0,0,0,0,63,2,65
MATTHEWS OF CHESTER LIMITED,0,0,0,0,0,0,0,0,0,8,4,12
MATWALA VYAS,0,0,0,4,6,0,0,0,0,20,2,32
MAUNDER TAYLOR,0,0,0,0,0,0,0,0,0,104,37,141
MAURICE ANDREWS SOLICITORS,0,0,0,0,0,0,0,0,0,1,0,1
MAURICE HACKENBROCH & CO LTD,0,0,0,1,0,0,0,0,0,2,1,4
MAURICE TURNOR GARDNER LLP,0,0,1,18,14,0,0,0,0,93,36,162
MAWDSLEYS,1,1,0,5,4,0,0,0,3,70,22,106
MAX BARNEY LIMITED,0,0,0,0,0,0,0,0,0,33,0,33
MAX ENERGY LTD,0,0,0,0,0,0,0,0,0,57,0,57
MAX ENGEL,1,0,0,12,4,0,0,0,4,40,28,89
MAX GOLD WILLS LIMITED,0,0,0,0,0,0,0,0,0,19,0,19
MAX SPIELMANN LIMITED,0,1,0,1,0,0,2,0,6,13,1,24
MAX TEBBITTS SOLICITORS LTD (T/A TEBBITTS & CO),0,0,0,0,0,0,0,0,0,1,0,1
MAX THOROWGOOD,0,0,0,0,0,0,0,0,0,0,1,1
MAX WILEY & CO,0,0,0,3,0,0,0,0,0,4,2,9
MAXCAP WEALTH LIMITED,0,0,0,0,0,0,0,0,0,40,0,40
MAXEN EAMES-HUGHES T/A OSBORNS,0,0,0,3,5,0,0,0,0,18,3,29
MAXEY GROUNDS & CO LLP,0,0,0,0,0,0,0,0,0,16,4,20
MAXIM SOLICITORS,0,2,0,29,10,0,2,0,2,13,4,62
MAXWELL HODGE,0,0,3,26,16,0,0,0,3,93,41,182
MAXWELL SOLICITORS LTD,0,0,0,1,2,0,0,0,0,3,1,7
MAY SOLICITORS LIMITED,0,0,1,21,16,0,5,0,1,31,20,95
MAYA & CO SOLICITORS,0,1,2,27,12,0,1,0,0,68,21,132
MAYA SOLICITORS,1,0,0,7,11,0,3,0,0,28,7,57
MAYER BROWN INTERNATIONAL LLP,0,0,0,27,4,0,1,0,6,194,42,274
MAYFLOWER LAW LTD,0,1,0,1,0,0,0,0,0,0,0,2
MAYO WYNNE BAXTER,1,10,2,153,64,0,13,0,13,430,214,900
MAYSONS,1,0,0,3,0,0,0,0,1,9,2,16
MAZARS,0,0,0,30,0,0,0,0,0,436,4,470
MB SOLICITORS,0,0,0,0,0,0,0,0,0,1,0,1
MBM COMMERCIAL LLP,0,0,0,2,0,0,0,0,0,0,0,2
MBNA LIMITED,0,0,0,0,0,0,0,0,0,7,0,7
MBS LENDING LIMITED,0,0,0,7,1,0,0,0,0,1,0,9
MC & LC PROPERTIES LIMITED,0,0,0,0,0,0,0,0,0,5,0,5
MCADAM & CO LTD,0,0,0,0,0,0,0,0,0,3,0,3
MCALISTER & CO,0,0,0,1,0,0,0,0,0,0,0,1
MCALLISTER ASSOCIATES LIMITED,0,0,0,0,0,0,0,0,0,11,0,11
MCBAINS LTD,0,0,0,0,0,0,0,0,0,4,0,4
MCBRIDE WILSON & CO,0,0,0,2,2,0,0,0,0,12,4,20
MCBRIDES ACCOUNTANTS LLP,0,0,0,0,0,0,0,0,0,1,0,1
MCBRYER BEG & CO,0,0,0,0,0,0,0,0,0,4,1,5
MCC SURVEYORS LIMITED,0,0,0,0,0,0,0,0,0,2,6,8
MCCABE FORD WILLIAMS,0,0,0,1,0,0,0,0,0,0,0,1
MCCAMBRIDGE DUFFY & CO LTD,0,0,0,24,0,0,0,0,0,12,0,36
MCCARTHY & STONE LTD,0,0,0,0,0,0,0,0,0,33,1,34
MCCARTHY & STONE LTD,0,0,0,0,0,0,0,0,0,10,6,16
MCCARTHY BENNETT HOLLAND,5,3,3,85,0,0,0,0,0,1,1,98
MCCARTHY DENNING,0,0,0,0,0,0,0,0,0,6,2,8
MCCARTHY WEBB LIMITED,0,0,2,36,10,0,0,0,0,61,32,141
MCCARTNEYS LLP,0,0,0,0,0,0,0,0,0,34,0,34
MCCLOY LEGAL,0,3,6,31,17,0,4,0,5,104,36,206
MCCORMICKS SOLICITORS,1,0,0,6,7,0,0,0,0,36,10,60
MCDERMOTT SMITH LAW LTD,0,0,0,0,0,0,0,0,0,10,2,12
MCDERMOTT WILL & EMERY LLP,0,0,0,3,0,0,0,0,0,2,0,5
MCDONALD'S RESTAURANTS LIMITED,0,0,0,1,0,0,3,0,1,127,30,162
MCDOWALLS SURVEYORS LIMITED,0,0,0,0,0,0,0,0,0,37,30,67
MCFADDENS LLP,0,0,0,0,7,0,0,0,0,7,2,16
MCGARRIGLE LEGAL LIMITED,0,0,0,0,1,0,0,0,0,1,0,2
MCGARRY & CO,1,0,0,19,13,0,7,0,1,45,17,103
MCGILLIVRAYS LIMITED,0,0,0,0,0,0,0,0,0,30,2,32
MCGLENNONS,0,4,1,15,3,0,3,0,0,27,14,67
MCGLINCHEY & CO,0,0,0,10,3,0,0,0,0,9,5,27
MCGUIRE WOODS LLP,0,0,0,1,2,0,0,0,0,20,6,29
MCHALE & CO,3,1,4,51,31,0,12,0,3,180,58,343
MCKEAG & CO,0,0,2,34,56,0,2,0,0,62,40,196
MCKENZIE BELL,2,1,2,52,40,0,7,0,1,131,48,284
MCKENZIE LAW LIMITED (AKA MCKENZIE LAW SOLICITORS),0,0,0,3,2,1,4,0,0,9,2,21
MCKENZIES,0,0,0,3,0,0,0,0,0,5,0,8
MCKEOWN & CO LLP%,0,0,0,0,0,0,0,0,0,8,2,10
MCLAREN PROPERTY LIMITED,0,0,0,0,0,0,0,0,0,1,0,1
MCLELLANS,0,0,0,1,4,0,0,0,2,15,2,24
MCLOUGHLIN & COMPANY SOLICITORS LI,0,0,0,0,0,0,0,0,0,5,0,5
MCMILLAN WILLIAMS,3,41,19,480,42,6,41,0,14,413,252,1311
MCNAIR & CO,0,0,0,0,0,0,0,0,0,5,0,5
MCNEILL LOWE & PALMER,0,0,0,0,0,0,0,0,0,27,8,35
MCPHERSONS,0,2,2,18,14,1,2,0,0,81,33,153
MCQUADES RESIDENTIAL CONVEYANCING,3,0,1,34,0,0,0,0,0,6,0,44
MCQUEEN TURNER SOLICITORS,0,0,0,8,0,0,0,0,0,0,0,8
MCS PROPERTY LIMITED,0,0,2,6,0,0,0,0,0,4,0,12
MCTAGGART SOLICITORS,1,0,1,3,2,0,1,0,0,18,3,29
MCTEAR WILLIAMS & WOOD LTD,0,0,0,0,0,0,0,0,0,19,0,19
MD LAW,0,0,0,5,0,0,0,0,0,9,0,14
MDL SOLICITORS LTD,0,1,0,0,0,0,0,0,0,4,0,5
MDLS SOLICITORS LIMITED%,1,1,3,25,0,0,0,0,0,0,0,30
MDR ESTATE PLANNING LTD,0,0,0,0,0,0,0,0,0,2,0,2
MDR PROPERTIES LTD T/A MARTIN & CO,0,0,0,0,0,0,0,0,0,3,0,3
MDW SOLICITORS LIMITED,0,0,0,0,0,0,0,0,0,1,0,1
MEABY & CO,0,1,1,80,45,0,17,0,5,237,102,488
MEAD ESTATES INVESTMENTS LTD,0,0,0,0,0,0,0,0,0,7,0,7
MEADE KING,0,1,2,42,21,0,11,0,6,119,40,242
MEADFLEET LIMITED,0,0,0,0,0,0,0,0,0,5,17,22
MEADOW PARTNERS LLP,0,0,0,0,0,0,0,0,0,12,0,12
MEADOWS & MORAN,1,0,0,11,16,0,3,0,2,52,22,107
MEADOWS RYAN SOLICITORS LTD,0,1,1,19,0,0,0,0,3,1,0,25
MEARS HOBBS & DURRANT,2,0,2,37,30,0,3,0,7,81,33,195
MEDCENTRES PLC,0,0,0,0,0,0,0,0,0,2,1,3
MEDIC ACCOUNTANTS (UK) LLP,0,0,0,0,0,0,0,0,0,1,0,1
MEDLICOTT & BENSON,0,0,0,0,0,0,0,0,0,7,1,8
MEDLOCK SOLICITORS LIMITED,0,0,1,14,14,0,0,0,0,14,3,46
MEDWAY COUNCIL,0,0,0,1,5,0,0,0,0,99,8,113
MEDWAY EXCHANGE LTD,0,0,1,5,2,0,0,0,1,20,5,34
MEDWAY LAW LIMITED,0,0,0,0,0,0,3,0,0,31,0,34
MEESONS,0,1,0,1,8,0,1,0,1,14,4,30
MEIKLES SOLICITORS,3,1,1,46,51,0,5,0,5,117,40,269
MEINIR EVANS LAW PRACTICE,2,0,1,0,1,0,0,0,0,9,0,13
MELANIE CRAIG SOLICITORS,0,0,0,0,1,0,0,0,0,3,0,4
MELIA & MUMFORD,2,2,2,61,57,0,6,0,0,49,48,227
MELKERTS SOLICITORS,0,0,0,5,1,0,0,0,0,6,7,19
MELLEN & CO LICENSED CONVEYANCERS,2,0,0,25,17,0,0,0,1,114,11,170
MELLER SPEAKMAN LIMITED,0,0,0,0,0,0,0,0,0,16,0,16
MELLOR SOLICITORS,1,0,1,10,13,0,2,0,6,43,22,98
MELTON BOROUGH COUNCIL,0,0,0,0,1,1,0,0,0,14,2,18
MELTON MOWBRAY BUILDING SOCIETY,0,0,0,36,1,0,0,0,0,5,1,43
MEMERY CRYSTAL LLP,0,0,1,28,40,2,2,0,16,212,35,336
MENDIP CARE AND REPAIR LIMITED,0,0,0,0,0,0,0,0,0,1,0,1
MENDIP DISTRICT COUNCIL,1,0,0,3,0,0,0,0,2,71,17,94
MENTORS,0,1,0,5,5,0,2,0,1,14,6,34
MENZIES LLP,0,0,0,0,0,0,0,0,0,11,0,11
MERALI BEEDLE LLP,0,3,1,23,18,0,2,0,0,56,32,135
MERCANTILE BARRISTERS CHAMBERS LTD,0,0,0,0,0,0,0,0,0,4,0,4
MERCANTILE TRUST,0,0,0,12,3,0,0,0,0,13,0,28
MERCER AND HOLE,0,0,0,2,0,0,0,0,0,23,0,25
MERCERS,1,1,0,34,12,0,0,0,0,53,18,119
MERCHANT MONEY,0,0,0,0,0,0,0,0,0,30,0,30
MERCIA INVESTMENT PROPERTIES LTD,0,0,0,0,0,0,0,0,0,26,9,35
MERCY MESSENGER,0,0,0,0,0,0,0,0,0,21,0,21
MERE COMMERCIAL LTD,0,0,0,0,0,0,0,0,0,3,0,3
MERIDAN PRIVATE CLIENT LLP,0,0,0,3,0,0,0,0,0,34,8,45
MERIDIAN BUSINESS SALES LIMITED,0,0,0,0,0,0,0,0,0,17,0,17
MERIDIAN SURVEYORS,0,0,0,0,0,0,0,0,0,11,4,15
MERLIN HOUSING SOCIETY,0,0,0,0,0,0,0,0,0,43,6,49
MERLIN LAND PLANNING AND DEV LTD,0,0,0,0,0,0,0,0,0,3,4,7
MERRICKS SOLICITORS (WADEBRIDGE),1,0,3,35,15,0,3,0,31,76,34,198
MERRILS EDE,0,1,0,5,3,0,1,0,1,20,10,41
MERRITT & CO,1,0,0,52,52,0,6,0,2,105,70,288
MERRY & CO,2,4,1,25,66,0,11,0,5,79,58,251
MERRYWEATHER WILLIAMS,0,0,2,3,4,0,0,0,0,20,7,36
MERRYWEATHERS HOLDINGS LTD,0,0,0,0,0,0,0,0,0,5,2,7
MERSEYSIDE FIRE & RESCUE SERVICE,0,0,0,0,0,0,0,0,0,2,0,2
MERSEYSIDE POLICE,0,0,0,0,0,0,0,0,1,45,1,47
MERTHYR TYDFIL COUNTY BOROUGH COUNCIL,1,0,0,5,0,0,0,0,0,94,16,116
MERTHYR TYDFIL HOUSING ASSOCIATION,0,0,0,0,0,0,0,0,0,1,0,1
MERTHYR VALLEYS HOMES LTD,0,0,0,0,0,0,0,0,0,10,1,11
MET OFFICE,0,0,0,0,0,0,0,0,0,2,0,2
METAMORPH LAW LIMITED,0,0,0,0,0,0,0,0,0,2,0,2
METCALFE BRIGGS LTD,0,0,0,0,0,0,0,0,0,12,0,12
METCALFE COPEMAN & PETTEFAR,4,1,11,111,18,0,3,0,6,117,36,307
METCALFE DAVID EYRES,1,1,0,46,53,0,5,0,1,61,30,198
METCALFES,0,0,0,13,5,0,3,0,0,19,7,47
METHODIST HOMES,0,0,0,0,0,0,0,0,0,22,15,37
METHODIST MINISTERS HOUSING SOCIETY,0,0,0,0,0,0,0,0,0,4,1,5
METIS HOMES LTD,0,0,0,0,0,0,0,0,0,1,2,3
METIS LAW LLP,0,1,0,4,8,0,2,0,0,23,7,45
METIS REAL ESTATE ADVISORS LTD,0,0,0,0,0,0,0,0,0,3,0,3
METRIC ADMINISTRATION SERVICES LTD,0,0,0,9,4,0,1,0,0,25,6,45
METRO BANK PLC,0,0,0,197,0,0,0,0,0,340,8,545
METRO PROPERTY INVESTMENTS,0,0,0,0,0,0,0,0,0,3,1,4
METROLAW SOLICITORS,0,3,3,27,14,1,0,0,3,61,13,125
METRONET (UK) LIMITED,0,0,0,0,3,0,24,0,0,31,0,58
METROPOLITAN HOUSING TRUST LIMITED,0,0,0,18,0,0,0,0,0,487,349,854
METROPOLITAN PM LTD,0,0,0,0,0,0,0,0,0,21,14,35
METROPOLITAN POLICE AUTHORITY,0,0,0,0,0,0,0,0,0,16,0,16
METROPOLITAN POLICE AUTHORITY,0,0,0,0,0,0,0,0,0,7,0,7
METROPOLITAN POLICE AUTHORITY,0,0,0,0,0,0,0,0,0,1,0,1
METROPOLITAN POLICE AUTHORITY,0,0,0,0,0,0,0,0,0,1,0,1
METTA PROPERTY MANAGEMENT,0,0,0,0,0,0,0,0,0,3,2,5
MEWIES SOLICITORS,5,0,5,54,46,1,13,0,7,120,48,299
MEYRICK ESTATE MANAGEMENT LTD,0,0,0,1,0,0,0,0,0,26,11,38
MFG Solicitors,8,8,13,216,107,3,41,0,14,534,187,1131
MFT SOLICITORS,0,6,0,18,0,0,0,0,0,0,0,24
MG LEGAL SOLUTIONS,1,3,1,27,16,0,1,0,3,137,26,215
MGC SOLICITORS,1,0,0,12,5,0,1,0,0,12,3,34
MH SOLICITORS,0,1,2,6,5,0,1,0,0,14,4,33
MHH CONTRACTING LTD,0,0,0,5,0,0,0,0,0,1,0,6
MHHP LAW LLP,0,0,0,7,0,0,0,0,0,2,0,9
MHS HOMES LIMITED,0,0,0,0,0,0,0,0,0,12,4,16
MICHAEL & CO,0,0,0,3,1,0,0,0,0,3,0,7
MICHAEL ANTHONY HORN,0,0,0,3,0,0,0,0,0,2,0,5
MICHAEL ANTHONY HUE,0,0,0,0,0,0,0,0,0,24,0,24
MICHAEL ANTHONY LOVERIDGE,0,0,0,1,0,0,0,0,0,4,1,6
MICHAEL ANVONER & COMPANY,0,0,0,1,0,0,0,0,0,3,0,4
MICHAEL BAKER SOLICITORS LIMITED,0,0,0,0,0,0,0,0,0,1,0,1
MICHAEL BLANDY SOLICITORS,0,0,0,0,0,0,0,0,0,5,0,5
MICHAEL CHAMBERLAIN & CO LTD,0,0,0,0,0,0,0,0,0,5,0,5
MICHAEL CONN GOLDSOBEL SOLICITORS,0,2,0,1,0,0,0,0,1,5,1,10
MICHAEL COOK LAW FIRM LIMITED,0,0,0,5,0,0,0,0,0,0,0,5
Michael Day,0,0,0,2,2,0,0,0,0,5,5,14
MICHAEL DYSON ASSCOCIATES LIMITED,0,0,0,0,0,0,0,0,0,1,0,1
MICHAEL G WOOLDRIDGE,0,0,0,5,1,0,2,0,0,10,8,26
MICHAEL GLOVER LLP,0,0,0,0,0,0,0,0,0,12,0,12
MICHAEL GRAHAM YOUNG LIMITED,0,0,0,0,0,0,0,0,0,25,0,25
MICHAEL HIGGS AND COMPANY,0,0,0,3,3,0,0,0,0,6,1,13
MICHAEL HILL PARTNERSHIP,0,3,36,26,18,0,105,0,0,55,31,274
MICHAEL HORTON,0,0,0,0,0,0,0,0,0,1,0,1
MICHAEL J WEY & CO,0,0,0,8,10,0,1,0,0,27,16,62
MICHAEL KELLY & CO,2,1,0,66,49,0,3,0,4,160,44,329
MICHAEL KNIGHT,0,0,0,0,0,0,0,0,0,1,0,1
MICHAEL LAURIE MAGAR,0,0,0,0,0,0,0,0,0,19,8,27
MICHAEL LEIGHTON JONES,0,0,2,46,38,0,1,0,2,71,27,187
MICHAEL LEONARD ESTATES LLP,0,0,0,0,0,0,0,0,0,3,0,3
MICHAEL LEVER,0,0,0,0,0,0,0,0,0,0,2,2
MICHAEL LYNN & CO,0,0,0,0,0,0,0,0,0,9,6,15
MICHAEL R LEE (SURVEYORS) LIMITED,0,0,0,0,0,0,0,0,0,40,10,50
MICHAEL RICHARDS AND COMPANY,0,0,0,0,0,0,0,0,0,10,9,19
MICHAEL ROSE & BAYLIS LIMITED,1,7,2,33,29,0,10,0,3,51,45,181
MICHAEL SIMKINS LLP,0,13,0,6,2,1,1,0,3,108,17,151
MICHAEL SOLAN,0,0,0,0,0,0,0,0,0,2,0,2
MICHAEL TAYLOR & CO,0,1,1,25,0,0,0,0,0,5,0,32
MICHAEL VANN,0,0,0,0,0,0,0,0,0,1,0,1
Michael W Pipe,1,2,1,22,13,0,2,0,1,43,19,104
MICHAEL WYDRA & CO,0,0,0,0,0,0,0,0,0,4,3,7
MICHELLE CANEY,0,0,0,0,0,0,0,0,0,5,3,8
MICHELLE O'SHEA,1,1,1,33,12,1,6,0,2,44,27,128
MICHELMORES LLP,1,25,11,115,43,0,4,0,22,440,187,848
MID & WEST WALES FIRE & RESCUE SRV,0,0,0,0,0,0,0,0,0,5,5,10
MID DEVON DISTRICT COUNCIL,0,0,0,2,1,0,0,0,7,60,0,70
MID DEVON DISTRICT COUNCIL,0,0,0,0,0,0,0,0,0,10,0,10
MID SUFFOLK DISTRICT COUNCIL,0,0,0,0,0,0,0,0,0,32,0,32
MID SUSSEX DISTRICT COUNCIL,0,0,2,0,0,0,0,0,0,63,10,75
MIDDLE LEVEL COMMISSIONERS,0,0,0,0,0,0,0,0,0,1,0,1
MIDDLESBROUGH BOROUGH COUNCIL LEGAL SERVICES,0,0,0,20,0,0,0,0,0,68,4,92
MIDDLESBROUGH COUNCIL,0,0,0,0,0,0,0,0,0,2,0,2
MIDDLESBROUGH COUNCIL,0,0,0,0,0,0,0,0,0,16,0,16
MIDDLESBROUGH COUNCIL,0,0,0,0,0,0,0,0,0,14,0,14
MIDDLETON & UPSALL LLP,1,0,2,71,46,1,3,0,2,122,66,314
MIDDLETON ADVISORS CORPORATE LTD,0,0,0,0,0,0,0,0,0,4,0,4
MIDDLETON DUMMER & CO,1,0,2,8,4,0,0,0,2,17,10,44
MIDLAND COMMS. DISTRIBUTION LTD,0,0,0,0,0,0,0,0,0,8,0,8
MIDLAND HEART,0,0,0,1,0,0,0,0,1,191,83,276
MIDLAND HOUSING LTD,0,0,0,0,0,0,0,0,0,17,0,17
MIDLAND VALUATIONS LIMITED,0,0,0,0,0,0,0,0,0,12,2,14
MIDPARK CAPITAL LIMITED,0,0,0,0,0,0,0,0,0,3,0,3
MIDSHIRES CARE LIMITED,0,0,0,0,0,0,0,0,1,0,0,1
MIDWAY SURVEYING LIMITED,0,0,0,0,0,0,0,0,0,33,0,33
MIDWINTERS,0,0,0,10,3,0,0,0,4,54,16,87
MIH PROPERTY MANAGEMENT LIMITED,0,0,0,0,0,0,0,0,0,4,0,4
MIKE ETHERIDGE CONSTRUCTION LTD,0,0,0,0,0,0,0,0,0,4,2,6
MIKE HARRIES CONSULTANCY & ESTATES,0,0,0,0,0,0,0,0,0,1,0,1
MIKE JUDGE,0,0,0,112,2,0,0,0,0,98,0,212
MIKE STAPLETON & CO CHRTRD SRVYRS,0,0,0,8,0,0,0,0,0,59,31,98
MIL COLLECTIONS LTD,0,0,0,0,0,0,0,0,0,2460,0,2460
